1000 10000
483 875 7686
915 784 6343
813 174 1787
6 186 3963
851 884 2631
792 954 3465
925 23 1182
9 480 3668
120 101 6658
674 453 3250
119 934 9123
157 847 1906
853 10 5430
640 15 7614
604 216 848
587 359 2800
404 282 2821
939 642 6652
607 112 1751
265 785 6202
515 254 7486
638 762 4683
896 613 3691
327 603 56
293 557 9623
142 494 4980
294 897 1612
468 186 9604
120 791 4715
871 406 5850
425 919 1454
911 907 9214
946 154 1825
989 831 3779
398 474 6334
21 966 4827
353 259 9074
965 725 258
922 843 2047
989 64 3803
839 39 9720
293 100 7977
860 44 481
37 383 2662
816 779 2135
151 798 6099
978 501 7356
404 817 1431
662 737 8624
61 724 7038
864 913 2875
936 556 9973
265 414 9367
747 450 4749
409 264 2526
544 765 8675
996 93 4526
352 495 5341
136 155 7076
760 214 7150
799 76 5061
26 10 8616
1000 626 7028
719 371 4828
820 130 9443
347 673 7206
374 19 9298
900 369 1143
242 855 297
670 614 7861
173 763 1288
234 787 6648
202 137 8272
583 855 2993
411 673 7122
206 370 9145
413 94 5162
63 345 8881
206 937 1735
855 605 2347
69 776 460
709 361 6245
357 561 2381
982 494 4586
975 256 7609
97 460 330
242 223 1422
404 284 1765
286 841 6700
21 46 9656
720 465 7782
180 172 2493
777 528 2405
510 508 897
96 481 9151
58 929 2962
388 169 3183
162 924 1818
280 560 3657
980 931 8053
988 100 6517
123 179 6687
968 306 1565
373 815 9423
623 261 3255
126 317 182
88 55 5701
272 216 4975
90 494 533
99 824 462
504 163 3461
21 636 9990
61 602 6295
626 326 7460
50 947 1719
305 423 9387
839 510 4440
540 132 1006
516 572 850
401 21 673
216 523 9186
677 895 7820
20 954 5420
667 930 744
127 330 1041
846 985 5463
585 174 3323
26 713 7805
384 579 727
235 330 5746
908 544 3619
94 572 864
266 590 4168
686 255 1449
783 380 5777
176 576 3113
639 160 7285
314 536 348
471 918 7277
198 151 8606
296 409 1148
916 853 4718
132 117 5658
301 154 3911
750 935 9641
879 461 8216
992 451 1726
278 763 8260
626 233 5176
904 429 9678
510 76 6085
10 342 9937
81 472 5404
739 123 1556
3 871 1841
644 749 7301
212 91 9750
938 367 8863
198 344 6094
727 246 4874
405 106 948
842 466 4288
131 545 5758
536 283 5880
92 636 6101
286 278 2200
587 489 7290
689 777 5007
552 326 9349
647 51 3945
873 806 7401
821 646 866
461 776 5409
571 662 3042
803 104 7676
905 388 5305
457 973 4144
99 660 5919
107 563 5243
808 208 3644
754 79 4448
155 250 6445
373 709 3219
783 630 9231
177 432 3333
206 687 3720
511 142 4043
655 240 4054
926 697 2615
170 503 2173
166 255 7602
615 761 9850
60 132 5909
631 265 7889
862 441 5319
195 997 7004
267 506 1497
663 511 9735
717 435 5782
684 955 6283
857 120 7889
811 85 1648
13 143 1130
922 124 1746
163 984 185
483 529 9532
839 147 6036
336 808 2897
423 875 3330
557 55 1636
841 764 5106
730 573 8189
730 584 3682
860 856 4804
606 17 7138
143 850 7665
675 688 9162
63 374 2968
960 148 2193
643 703 6748
279 894 7862
385 622 433
926 350 7015
608 561 6221
412 165 3237
550 659 6085
567 332 8123
730 746 848
50 704 346
596 697 6047
344 974 6940
559 709 912
992 633 3261
360 239 7820
581 100 6335
170 549 8992
608 467 1675
83 547 6771
931 947 4473
277 541 7169
677 884 6493
969 441 7553
233 783 2184
494 141 6774
666 73 9773
354 593 8321
698 199 2786
373 281 8683
144 562 2628
970 190 3168
491 217 3402
336 536 1193
889 767 6974
74 612 466
200 276 7889
973 980 2480
294 677 3030
432 400 7661
115 895 7221
744 215 4761
264 704 9976
666 390 8862
859 278 9628
833 702 8238
651 900 8864
540 871 7843
373 516 518
403 298 4916
64 764 4161
637 506 6374
751 120 5076
79 784 5817
942 641 7093
570 824 3793
808 826 9043
672 364 9912
867 87 3778
385 488 7075
654 902 4837
815 890 9693
190 639 4811
618 716 9945
435 8 3584
880 576 1758
25 734 8582
68 757 8297
333 622 3382
463 358 6869
538 10 9121
727 175 1009
420 715 9998
583 332 9713
528 117 8071
464 348 5646
223 371 9730
805 790 6485
102 121 106
485 582 3814
706 471 9822
827 196 1347
837 967 2061
187 548 9743
900 427 210
972 889 556
970 110 926
700 266 6714
538 718 4185
996 201 7117
810 257 8938
984 83 8133
331 270 3450
392 455 3348
487 706 7773
698 28 6661
254 348 8121
532 398 4385
246 934 6454
783 928 8653
253 736 3261
191 70 6694
676 400 6314
126 142 2119
475 628 3823
248 676 2201
261 928 6547
735 811 2944
472 55 4228
926 189 4155
932 440 9241
193 629 9310
887 304 2060
201 780 3200
320 253 5178
496 852 1852
697 463 131
597 196 940
893 667 7345
121 943 9884
628 873 9322
870 64 7302
532 301 5604
592 500 382
792 171 4986
323 17 7188
527 64 3649
658 659 8844
950 902 9861
648 374 6802
532 1000 1026
207 220 3088
509 750 2388
465 340 5238
199 483 3759
185 156 1774
373 681 7837
375 690 4846
571 638 5747
784 636 1119
586 167 1469
612 372 9688
53 231 1436
793 694 5127
383 891 7608
143 427 6762
269 150 793
458 875 3481
305 444 8470
404 226 3104
875 163 3621
344 125 2991
32 176 7572
469 319 264
596 701 506
556 194 3283
670 813 5783
815 270 1657
297 573 6099
767 975 1676
223 848 8837
845 542 4960
188 573 3135
761 392 4804
25 986 2503
883 892 9047
518 912 9859
302 725 9127
959 372 8050
410 137 2375
86 359 9573
923 202 1113
236 388 6684
723 499 4074
527 523 8410
383 756 3652
430 273 6562
641 925 638
768 882 3008
818 642 8496
193 79 205
766 1000 1757
880 234 6143
916 307 9993
991 833 4514
753 214 5620
406 994 243
320 634 4166
958 752 5398
319 569 39
815 112 6116
20 229 2466
777 459 4051
272 725 356
265 714 2539
131 818 6751
104 222 4744
347 540 2728
514 849 3478
912 166 1397
303 331 2508
419 349 9087
238 476 5896
641 746 9619
997 362 684
537 843 7500
640 945 3720
736 291 8610
464 803 2809
943 65 2973
340 367 302
200 136 5001
639 372 2475
535 11 1572
507 359 5932
191 246 2773
43 884 4069
763 619 7358
725 433 9511
535 726 9574
860 417 3939
515 967 5074
516 605 1796
344 490 8158
268 995 4515
552 536 9759
677 577 6993
746 690 962
104 766 4394
615 651 7118
190 509 533
481 374 3499
555 241 1454
704 583 294
862 201 9640
377 751 174
488 426 2102
481 171 9142
444 625 9906
190 239 3555
660 779 3063
194 258 7787
45 164 26
851 866 4959
145 726 4158
785 453 9907
960 291 1332
414 770 8853
556 564 3476
463 104 1065
18 763 4842
433 307 1451
573 350 9613
599 199 3829
559 342 9553
717 478 356
625 436 9645
309 200 765
514 754 4680
990 567 2134
408 584 3895
250 367 3200
701 938 9900
666 888 9097
495 445 3790
400 512 7266
756 135 6052
753 794 2250
871 658 1354
903 999 6920
37 405 8854
933 653 6571
485 705 7860
386 369 2746
483 863 6189
625 261 8699
243 368 185
295 471 8329
897 340 1986
252 241 983
172 277 6386
26 560 9389
597 43 5092
457 427 9460
555 261 2673
744 236 7932
796 478 4650
333 771 6120
14 667 9458
352 269 2050
335 439 9677
73 815 6235
815 762 7628
907 570 7406
719 123 4665
744 218 2251
29 12 4727
679 695 849
799 707 6514
610 410 2133
12 95 1922
689 167 4735
276 332 3495
904 589 6063
662 307 1537
327 401 9753
579 428 2115
658 106 8808
507 255 865
373 215 273
506 225 719
428 912 2236
515 538 566
11 441 7153
426 101 7810
963 779 5210
716 708 3636
831 716 7740
991 222 6346
209 593 2559
834 450 4783
553 876 9045
789 390 1582
355 751 6373
861 527 824
671 489 5953
881 555 7659
870 737 9726
962 78 3946
308 285 5889
868 470 1337
3 373 8564
48 161 2304
630 866 2405
3 77 4930
828 747 1417
781 978 4323
793 846 3058
871 159 5486
817 465 9770
58 683 1590
748 684 8961
312 83 472
968 711 337
373 65 4764
303 243 2509
73 374 7838
748 517 8034
806 386 7191
292 553 1655
414 610 6688
356 36 4371
318 18 2804
790 984 4513
479 355 4928
244 8 2169
105 431 4894
943 177 4409
978 333 6794
521 976 8697
176 740 3305
865 95 1011
588 411 4027
392 551 7361
257 381 7066
186 975 4425
707 430 854
601 724 7030
363 52 2361
509 571 2335
206 98 3074
512 313 2519
875 251 3280
255 641 5829
616 248 9560
683 784 2885
108 842 4666
314 441 6388
344 802 2438
58 661 6359
393 866 3455
819 728 3118
338 601 3367
618 854 3358
800 821 7605
712 854 3739
950 312 7579
616 624 4019
4 967 171
794 23 2831
505 766 7047
961 936 9773
79 624 8372
799 593 9577
157 743 4396
762 805 6248
854 753 9558
433 367 1532
804 721 6497
328 865 5870
511 369 1987
558 680 4273
331 757 8895
55 906 1838
984 62 2579
732 174 9735
332 26 3486
890 458 1204
423 260 2923
272 938 139
495 447 6506
482 3 8184
107 684 8291
2 90 196
193 72 7256
124 803 3428
859 133 8805
346 374 8261
902 147 4871
825 769 8808
316 262 5605
822 94 9607
6 199 9641
650 552 7729
846 743 6152
454 865 9305
234 75 3436
39 419 7160
652 319 5657
524 494 5425
684 809 8685
289 981 130
248 338 1327
890 986 229
971 182 5970
123 634 186
428 866 6259
217 904 4028
729 554 4697
387 428 7541
164 110 6348
849 750 6680
331 996 4016
659 236 3000
240 558 180
563 31 9164
749 810 7028
360 25 8930
740 104 5835
437 841 6261
978 3 1722
679 203 1470
359 532 7816
375 541 403
727 780 6959
259 341 6340
423 440 5148
803 798 9523
86 536 6626
921 323 8465
534 299 467
256 976 7668
78 685 6550
247 410 2090
650 487 868
961 744 1559
301 517 7997
450 671 9145
325 755 9031
951 26 2352
769 558 6649
588 165 976
608 241 5659
158 486 7420
248 486 2905
468 797 5000
27 449 2867
376 249 3536
521 572 8641
552 522 7665
904 641 3222
906 227 9737
882 833 5976
893 989 8813
313 588 8649
219 406 2445
219 432 9244
438 158 1491
975 678 5061
616 228 2933
282 483 9924
856 387 149
593 619 332
921 862 672
86 174 3258
736 743 8014
533 312 3796
777 748 4953
268 73 629
681 688 6207
967 320 7688
891 526 4425
41 469 1042
725 388 2255
397 473 6427
7 207 5520
22 90 1830
818 865 928
771 483 0
400 514 4038
960 479 4356
648 369 3232
426 760 7699
820 483 85
75 231 1908
502 236 5465
374 256 9553
204 425 3416
485 194 1249
485 945 1762
523 903 4239
231 901 4958
463 325 4068
162 144 1902
599 217 9131
508 70 5365
973 442 4972
527 997 5395
295 480 1587
897 315 6882
659 836 4783
250 65 5683
561 878 4006
629 38 3500
531 635 3716
662 493 3784
28 465 5576
352 342 4571
747 635 8049
686 530 2362
569 539 1548
704 788 9963
739 347 839
98 326 8227
598 856 2213
314 516 4704
450 894 7519
27 244 3859
598 341 3493
1000 26 373
714 945 9911
263 647 9049
578 385 2746
770 481 5070
997 429 7924
562 742 6791
267 542 7035
786 567 7278
646 164 1969
491 514 9993
216 226 7288
127 839 5934
528 416 669
274 184 5500
345 531 3927
269 92 6019
412 709 5560
448 845 8125
78 841 4639
47 330 3151
393 897 8728
681 22 6565
615 549 9331
636 173 1513
136 516 395
416 136 5485
435 546 544
995 344 387
121 420 5227
112 466 4907
264 209 9802
344 888 6175
909 854 3074
241 488 3245
106 975 8112
853 389 9246
338 822 6142
234 168 5837
622 639 9255
201 749 1071
108 363 1278
263 705 3517
438 965 7369
864 204 6207
109 660 5532
573 512 2919
171 200 7092
314 433 7258
503 405 4247
758 604 9994
182 62 6708
812 675 411
329 463 374
50 325 5928
610 785 4939
142 356 1449
414 526 9999
506 190 4782
116 691 6185
363 799 2139
709 979 7552
417 790 2225
181 469 8687
907 518 6362
188 126 2145
127 618 6852
928 30 3376
927 534 6916
710 1000 605
247 713 6402
387 421 1732
291 188 1520
516 719 8339
555 625 3207
270 811 2331
767 288 3948
619 214 7328
347 139 6861
263 199 5211
220 445 3923
623 182 5694
707 471 7232
579 337 8950
918 243 3925
126 511 8086
809 276 6372
109 246 6584
438 591 5073
651 205 271
862 423 1066
137 396 9598
183 101 3419
416 678 1106
718 595 1347
995 71 3208
81 878 8835
453 986 1431
389 774 8020
462 423 8223
85 635 8997
503 771 391
101 952 491
520 718 7167
627 786 5112
326 779 1181
887 858 4058
722 661 394
153 48 1166
525 861 5939
101 296 3572
98 798 693
841 249 2996
332 768 7712
852 745 6497
316 421 9626
498 306 2483
908 378 494
654 881 3893
172 757 4104
111 208 1398
683 304 3194
729 495 5442
725 826 1560
437 28 2655
286 342 6426
913 190 6083
748 448 6811
242 100 3691
487 270 3798
591 379 9004
990 413 4658
536 140 1151
330 863 5327
890 650 4353
897 287 6046
676 198 1586
759 944 5033
570 536 3131
613 22 9752
411 611 8129
767 951 892
425 486 2382
929 814 5595
256 55 8244
962 302 5881
360 976 9077
946 733 9371
979 302 7257
463 265 277
215 675 5239
696 792 7188
941 216 2024
323 143 8837
919 749 8242
515 709 6542
396 419 6517
825 364 600
548 693 9252
805 154 2516
435 367 541
674 414 2331
214 353 8897
239 26 1390
76 295 5138
670 808 7197
212 554 3615
81 729 2329
682 275 2020
286 79 2173
802 512 8890
695 536 6654
27 748 5
924 985 4030
315 411 675
805 79 5482
2 642 3386
969 721 7114
298 753 8739
319 38 2816
844 190 8678
86 884 5212
741 909 5959
98 183 9294
480 848 7704
156 3 2133
990 4 2773
376 323 8845
842 620 4596
582 289 5632
750 131 7173
781 567 7055
993 306 314
304 755 5847
951 233 5046
7 387 3047
140 727 7049
266 454 9723
111 294 4341
707 226 1980
692 327 8461
865 106 9026
272 449 6683
586 104 1436
785 53 19
831 58 6757
879 548 3482
280 812 9934
3 921 3227
696 627 4803
676 669 1128
137 884 3584
516 154 7384
199 90 8486
987 225 8889
6 55 9945
763 284 2843
246 562 7654
180 916 5925
759 962 5902
915 637 9569
395 124 451
980 638 1955
716 187 4395
202 172 3619
91 177 4672
388 290 6954
231 534 3866
237 65 5132
163 174 5093
65 439 2080
635 833 4554
438 163 1543
746 877 9728
141 77 3251
760 518 5778
784 904 4066
738 485 7951
957 721 7366
441 882 1890
886 945 6328
318 578 4511
873 367 24
768 111 3899
496 250 7326
99 9 2842
229 791 3096
648 880 4579
951 187 1298
669 978 9178
559 863 4122
239 179 2050
750 402 9767
774 168 2876
25 15 8477
351 112 3836
545 692 9977
993 338 207
925 287 8392
223 954 8721
754 863 3582
228 101 4111
630 201 8512
398 326 1030
274 349 5043
103 51 6506
939 946 1196
917 938 9532
124 861 2169
869 434 6473
590 186 4334
524 764 8433
635 393 5985
499 789 4309
530 413 3656
573 867 7705
79 804 5650
627 719 6938
159 842 6149
680 61 933
153 649 4118
488 171 5232
273 804 3623
258 654 1762
567 182 2526
224 753 4391
281 183 1193
283 808 9263
573 318 2455
722 348 5514
656 500 7161
126 338 3682
710 609 2836
686 218 9488
448 783 1020
326 357 6124
69 989 1305
615 270 463
878 194 3131
685 266 1478
199 920 8328
712 396 1664
746 105 6271
582 789 4487
423 587 621
443 264 8328
567 331 5315
224 296 9936
688 172 9128
171 207 5392
649 404 9663
329 466 2409
993 562 8864
617 143 2651
456 564 4589
77 357 7203
406 923 8532
73 145 8827
9 183 7349
137 353 6555
882 352 8309
897 680 6126
306 23 3686
171 638 179
174 445 5093
763 520 9449
318 276 9370
851 700 8865
30 707 2047
731 195 8398
638 75 2100
300 970 8778
778 626 9152
816 795 6788
996 968 5231
89 81 5102
890 398 4728
612 599 9426
478 979 5484
877 60 5677
627 49 8102
727 347 2422
858 475 1046
10 289 9192
150 635 3158
734 723 6589
836 963 337
916 574 9286
343 402 2263
827 277 5674
856 902 9721
958 979 5418
732 835 8891
778 195 178
970 344 2164
480 76 885
422 262 1198
759 176 6122
46 869 4522
661 46 4797
335 900 8049
408 208 27
826 938 2212
717 67 3758
248 387 5100
412 218 526
649 638 8786
199 395 7312
322 791 9180
844 451 2576
994 136 6827
395 543 6385
774 719 7322
987 787 9739
97 33 124
197 795 4340
723 794 5328
861 991 722
173 663 8863
705 506 5664
282 850 6799
461 243 4692
846 16 8409
520 353 3194
611 448 5577
736 995 7722
428 68 514
109 927 7856
183 450 9517
46 154 6373
711 786 9573
862 597 815
554 441 9181
963 960 6884
510 569 7682
87 655 3027
810 434 7093
676 541 1370
884 722 6818
754 118 5322
479 827 3106
53 687 9701
220 591 1493
753 553 5803
637 413 8722
671 498 6728
50 658 512
143 685 9051
513 567 2123
683 319 8591
6 797 1417
464 848 6454
518 418 2044
11 169 2947
166 156 2358
888 825 2206
616 873 215
128 366 6898
531 229 6463
6 910 1133
598 266 7280
367 81 8126
173 597 9894
217 958 9061
516 474 5215
226 360 2390
785 327 7261
1000 805 5977
250 687 7204
713 43 464
198 991 1081
478 356 2160
956 880 6107
850 447 4415
911 962 2887
126 538 6597
516 321 5922
129 671 4078
106 919 115
662 983 6156
479 531 7146
560 8 852
72 962 3730
179 811 4176
594 72 1488
833 549 8024
430 63 8696
705 543 7365
783 999 3635
250 660 3968
406 137 9497
904 47 7503
757 117 8816
839 294 6977
15 238 7399
855 69 8946
880 849 360
928 552 8901
645 685 6898
280 933 7908
600 338 2395
98 592 7792
953 347 9907
121 537 7551
98 902 5139
498 756 5558
444 986 5406
156 912 6956
57 555 6992
308 186 2923
568 784 3611
316 232 6202
108 184 7899
16 655 2434
919 752 335
59 600 9441
617 394 1425
23 549 7687
332 604 9240
324 262 8776
247 829 3911
211 495 4141
413 601 9675
312 615 5681
99 885 6431
434 942 8381
875 909 7773
652 283 1320
339 613 4275
931 287 9887
60 884 6066
971 93 1559
464 504 4159
492 167 124
173 264 7007
956 48 6299
337 921 7207
110 923 1488
783 260 6099
410 541 736
297 599 5618
364 568 710
275 383 8564
434 225 729
911 396 2343
918 702 7389
218 37 1660
777 497 6581
265 630 6191
716 38 9731
452 686 2328
70 400 4247
132 673 5980
697 458 7203
778 367 9949
122 635 649
511 851 7684
524 978 1531
105 241 7160
649 307 1548
380 757 8232
60 178 5982
659 660 3654
639 355 4462
842 484 5827
791 956 7460
440 817 5662
476 339 7638
360 795 1230
872 442 2535
420 172 8643
5 230 5171
987 888 2829
993 525 6535
455 718 7017
634 507 2971
95 298 1786
109 124 1476
747 482 2269
977 352 6709
865 123 879
508 126 3459
679 463 2345
860 807 6221
395 612 5937
764 245 7794
735 690 2442
874 797 7565
350 542 1045
971 870 2748
680 85 7869
911 943 993
722 972 806
420 830 4611
641 224 3222
930 986 2465
76 72 6153
519 296 6300
84 996 4192
481 965 7412
229 995 8495
98 256 2436
443 976 4406
250 394 3587
861 385 3809
435 313 1145
252 388 8567
757 257 7861
57 339 6855
250 818 4170
662 46 163
158 494 8417
946 936 8744
705 184 7136
292 395 8872
453 181 7183
598 431 8921
518 539 176
731 594 4865
939 842 4034
109 855 430
625 363 1922
394 307 5856
138 10 9390
627 652 7136
499 103 8667
34 52 6448
308 568 2985
836 297 4578
702 234 1770
736 694 5623
166 317 984
440 709 6642
649 198 7002
391 823 5653
879 320 2754
546 352 2156
995 658 9722
332 493 2370
262 545 6954
33 631 3998
8 147 7313
345 585 4373
987 232 7569
989 622 390
994 851 8060
749 396 1410
257 741 8419
332 71 9262
702 332 5157
8 715 3786
7 721 1931
672 64 7866
45 401 1097
614 389 69
356 381 1918
416 480 1664
827 88 9403
598 418 825
212 470 507
369 476 220
507 833 8291
438 504 5706
656 899 9105
105 512 1844
174 866 9576
445 281 1406
109 458 9492
865 406 9908
42 616 7728
549 335 3555
121 840 1386
412 628 1240
470 282 1138
576 386 5000
772 910 3216
700 705 3847
107 813 8303
951 28 4059
212 68 4025
940 967 3358
495 86 8548
234 848 5174
826 317 3807
964 243 5543
316 365 6803
533 64 9507
380 521 1670
36 822 2696
95 32 6114
473 323 6079
831 168 5515
380 752 6361
906 577 676
65 891 269
608 206 633
412 89 4047
919 819 5566
941 853 3738
637 299 5769
103 770 8442
182 951 8960
697 681 8711
410 586 1638
439 100 2527
708 960 9083
693 370 8170
92 639 9988
658 578 9191
749 565 3488
870 666 9608
312 198 4558
624 245 9589
335 5 7173
973 442 6525
853 501 483
936 544 2203
107 635 1192
447 643 9120
638 390 8683
479 258 8699
87 920 5247
997 543 7490
587 876 4493
112 200 3286
637 403 7785
120 337 1327
323 794 4312
515 591 5954
635 228 6342
670 705 7599
721 142 4517
968 490 2410
458 75 7285
304 537 9835
590 173 2588
727 643 8275
406 317 5068
719 182 2009
673 168 9235
367 188 9290
966 908 5431
836 874 1271
246 683 7344
883 985 6231
70 925 5402
10 2 4396
286 406 9063
706 123 4243
715 146 5409
303 512 7596
593 828 9502
376 14 2726
647 611 8407
343 844 3742
575 265 2017
329 273 1017
725 557 8422
788 261 4895
384 975 6392
793 276 2902
741 219 1080
595 594 5445
674 591 2054
433 933 7248
176 506 4511
545 833 2783
563 909 338
337 47 4950
232 429 2275
976 573 7901
230 664 1118
311 610 62
108 282 9652
162 713 3583
410 239 4439
274 783 7622
57 344 7529
747 31 5927
49 261 706
324 588 3629
225 816 2292
696 125 5252
758 231 2532
410 743 1595
345 504 9833
784 776 5614
407 183 6308
288 280 337
215 328 8948
922 2 8534
551 578 8349
195 272 5824
447 28 6406
331 437 8499
927 780 3001
760 915 7127
726 320 3660
386 606 9291
75 820 8969
375 92 4969
262 993 1545
611 539 9815
787 984 6194
193 314 3981
45 591 3111
46 701 8024
526 777 6342
186 161 1947
829 586 7117
798 959 2559
768 219 5550
665 180 1087
833 318 4422
27 861 8086
8 904 3675
119 949 7374
144 825 1149
838 361 7660
137 189 7244
254 985 1553
165 103 2771
68 767 8301
507 598 7617
929 975 3477
367 981 4379
42 450 9678
768 944 6501
269 781 4861
929 916 4048
525 521 9383
431 684 9485
202 750 2250
855 256 198
473 535 3171
302 901 5150
681 293 1950
360 60 8893
213 327 8672
74 607 9586
474 482 5105
858 911 7788
343 463 5888
945 669 4142
143 140 6028
314 440 6927
816 471 3218
766 181 2276
659 393 7954
683 817 7911
270 290 5743
727 498 3005
867 191 8818
756 134 1485
250 627 8623
278 291 6413
557 457 2883
776 221 4062
404 231 6453
710 912 7621
973 532 8909
717 258 8757
74 475 3946
892 229 9430
378 830 5407
100 458 8696
767 14 7151
2 140 2722
64 894 4303
870 603 4214
491 926 1096
752 993 3704
861 65 6178
159 956 757
589 684 1585
348 35 7394
396 800 2406
899 800 8896
621 215 2788
925 435 4741
491 276 2666
587 26 5009
292 237 2073
822 394 5379
579 333 61
517 679 1094
911 73 1245
669 970 7043
565 941 1608
705 216 5041
799 57 1315
817 643 5691
826 285 6926
251 457 5318
630 34 6649
43 549 2678
490 810 2101
735 477 8421
130 392 4361
739 448 6927
780 245 3983
448 60 2976
139 236 7611
66 486 4066
736 466 3098
386 860 8998
416 348 2806
518 433 9634
939 561 2024
652 298 1822
932 429 1065
915 875 1475
891 12 8062
502 428 2898
568 163 1362
18 899 2572
16 313 1270
823 181 8701
457 471 8261
833 121 7909
656 51 2688
73 316 7561
549 205 924
611 57 3350
509 975 2863
223 992 6112
148 6 5776
418 179 3955
120 634 5424
733 818 896
994 472 7297
683 543 8612
596 442 4167
520 403 1575
223 262 8548
438 484 4538
551 982 8543
327 398 9720
634 868 7705
411 951 4521
659 944 8343
956 977 236
920 571 8029
440 442 3430
15 1 5691
563 451 2525
102 352 6505
997 29 5253
69 14 1120
126 423 5069
999 80 1363
342 386 6338
931 657 260
960 95 7700
742 460 1065
433 21 6866
310 473 7569
167 820 2596
421 240 4960
541 364 3733
962 362 9811
326 54 9548
664 983 5203
276 941 3648
328 682 106
393 465 9477
260 126 6301
181 291 5471
129 710 6709
90 249 4072
823 210 8432
987 886 4484
535 548 8818
90 175 3109
90 501 7141
548 893 6605
377 503 3081
30 682 370
502 809 79
563 249 9678
635 71 4238
419 56 5122
256 941 5021
426 381 4194
535 821 3045
677 367 9936
634 94 789
715 123 6821
85 975 6981
516 536 6228
547 170 8297
137 939 5703
260 545 7994
633 969 6725
179 503 5544
224 178 7261
513 162 7706
654 875 6827
476 310 2800
457 177 2334
685 722 5854
335 857 8144
390 467 3687
737 450 4007
462 979 9508
359 554 36
972 65 2196
678 717 5421
857 543 81
657 998 6256
344 34 9976
550 719 8184
694 459 6001
382 194 8450
741 7 8779
249 716 7331
637 38 6746
185 715 1462
606 922 7355
39 930 2352
296 272 1736
624 820 3805
160 513 4262
162 245 7455
964 984 2812
743 583 9526
75 218 3914
821 401 979
635 357 3900
991 394 1828
695 40 7098
783 663 8268
588 821 7131
850 981 3726
657 295 5708
821 37 1641
699 462 5209
614 633 4960
593 619 6315
845 608 2060
673 653 2098
123 786 9111
392 372 4931
875 572 8262
602 580 3908
662 399 7943
304 97 6755
513 709 4386
474 652 5003
141 496 5961
553 167 5964
4 641 6748
115 383 8470
398 256 5393
13 856 4971
921 517 2720
216 171 1815
323 34 8874
61 858 8525
65 350 7371
378 901 4536
695 255 2527
795 721 6908
618 469 7515
11 480 5369
334 751 5236
54 317 8757
870 990 4790
96 50 4646
621 465 994
992 193 2246
881 886 6851
760 32 7570
669 648 2038
184 9 4868
905 341 9970
142 745 1637
251 613 6626
41 60 5674
40 679 137
34 22 2328
632 253 4565
484 11 3595
54 30 593
444 564 4600
313 468 3291
635 960 3034
272 209 1998
898 249 9056
572 287 9085
61 671 3105
742 654 4708
659 136 3718
254 540 6098
847 335 6661
799 646 7127
90 279 5437
124 549 7644
122 798 1243
178 720 880
264 132 3902
721 872 2554
430 529 40
500 133 3930
950 330 6263
611 479 8259
90 567 9888
527 41 2788
524 514 3584
119 690 4302
352 304 1432
254 376 3654
160 156 5533
552 6 7016
834 954 2344
98 564 8821
357 652 9738
598 530 1778
386 52 9642
970 521 9682
624 871 985
409 475 5711
415 985 5865
949 535 4221
965 368 4173
662 816 8735
835 523 7738
926 119 266
56 503 6668
698 823 4539
380 798 8409
717 205 1234
428 618 9218
645 917 5103
866 233 2821
40 893 8635
127 78 3509
217 2 4626
483 56 7480
503 104 5653
395 483 3449
804 198 5004
390 977 3973
608 972 5888
64 837 4119
885 227 7362
873 352 4439
382 920 7791
360 401 9198
192 255 8300
846 648 4781
647 802 2330
652 542 305
625 501 7275
513 563 7462
985 798 8687
699 669 2390
490 401 6308
282 112 7059
480 302 7664
132 498 2662
914 144 6814
596 794 1355
901 769 1854
528 280 3415
991 615 1563
30 313 2231
772 801 7982
432 433 7092
844 911 9745
508 394 5241
523 658 9735
337 252 5527
44 503 9294
898 29 6925
665 370 8890
229 751 6201
812 873 6001
146 304 2432
239 146 4694
336 4 7438
929 525 9094
665 213 8344
192 255 1845
839 504 3224
116 167 3593
6 394 694
208 556 565
561 701 5867
345 290 6363
391 624 3366
829 551 2241
923 214 9804
267 757 1058
464 946 560
689 60 8077
282 64 8822
328 622 1376
893 533 75
113 877 4715
476 618 2337
194 446 7239
788 719 2803
592 337 4558
2 799 854
914 486 5912
992 118 1327
814 444 6947
542 688 1479
970 799 3706
685 625 8322
375 170 9118
614 956 8836
769 898 8523
680 899 7320
534 163 4805
447 153 7273
126 317 2716
73 858 754
904 178 4551
962 861 9526
285 586 2694
755 550 9000
943 318 1897
466 996 5146
787 528 9307
944 325 8811
217 449 6126
285 873 5334
39 127 6510
942 88 722
469 723 306
163 476 8855
164 770 9171
413 234 2165
559 371 5043
866 313 7367
29 881 3166
156 164 9389
842 202 7515
353 494 7601
75 961 4322
733 123 3148
588 637 9268
759 48 4853
276 957 7222
320 173 3886
39 201 2117
557 707 8279
947 547 5831
462 250 9324
415 323 4635
89 55 8108
589 993 8743
858 751 1141
711 377 448
285 47 9620
171 436 3819
640 992 5524
920 289 6421
103 101 6670
779 514 3343
415 601 396
523 540 5740
619 396 5841
112 457 9216
561 741 7262
181 262 48
352 901 4390
228 171 9677
649 624 9776
319 754 8640
663 167 591
411 40 5130
151 9 7876
992 472 7332
561 31 7071
175 562 3683
223 264 6582
614 490 3103
291 489 2726
420 807 3830
60 820 1995
4 229 4385
134 731 9745
10 73 9215
342 632 9596
765 805 508
449 379 5770
383 991 3610
839 632 4097
917 402 254
747 813 9072
94 815 7300
831 947 3381
576 307 452
143 1000 4083
